GCoM_ID,signatory name,country code,Covenant Region,Year of adhesion,population adhesion year, signatory adhesion type , latitude , longitude ,area, NUTS3 , LAU1 , LAU2 , FUA_ID , CITY_ID/GREATER_CITY_ID , CITY or Greater City ,population in 2018, degree of urbanisation ,Heating Degree-Days (HDD),reference year HDD,"GDP per capita at NUTS3 [Euro per inhabitant]"," GHG emissions per capita in GCoM sectors_EDGAR [tCO2-eq/year] ",reference years in EDGAR,  Mitigation reduction target 2020 [%] ,  Mitigation reduction target 2030 [%] , reduction_type_id 
ES0347,Gibraleón,es,Europe EU27,2009,12258.00, As an individual signatory , 37.37 ,-6.97 ,328.33, ES615 ,, ES21035 ,, NaN , Other ,12548.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 27.00 , -   , absolute 
ES0078,Granollers,es,Europe EU27,2008,60658.00, As an individual signatory , 41.61 , 2.29 ,15.00, ES511 ,, ES08096 ,, ES071C1 , City or Greater city ,60981.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , 40.00 , per_capita 
ES1089,Higuera de la Sierra,es,Europe EU27,2009,1425.00, As an individual signatory , 37.84 ,-6.45 ,24.48, ES615 ,, ES21038 ,, NaN , Other ,1293.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 14.00 , -   , absolute 
ES1557,Hinojales,es,Europe EU27,2009,338.00, As an individual signatory , 38.01 ,-6.59 ,26.71, ES615 ,, ES21039 ,, NaN , Other ,307.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 17.00 , -   , absolute 
ES0749,Hinojos,es,Europe EU27,2009,3591.00, As an individual signatory , 37.29 ,-6.38 ,319.88, ES615 ,, ES21040 ,, NaN , Other ,3909.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0015,Hospitalet de Llobregat,es,Europe EU27,2008,257038.00, As an individual signatory , 41.36 , 2.10 ,12.00, ES511 ,, ES08101 ,, ES024C1 , City or Greater city ,261068.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 22.00 , -   , absolute 
ES0114,Igualada,es,Europe EU27,2008,38918.00, As an individual signatory , 41.58 , 1.62 ,9.00, ES511 ,, ES08102 ,, ES552C1 , City or Greater city ,39540.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0876,Jabugo,es,Europe EU27,2008,2522.00, As an individual signatory , 37.92 ,-6.73 ,24.92, ES615 ,, ES21043 ,, NaN , Other ,2258.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 14.00 , -   , absolute 
ES1655,La Granada de Río Tinto,es,Europe EU27,2009,207.00, As an individual signatory , 37.77 ,-6.51 ,44.70, ES615 ,, ES21036 ,, NaN , Other ,235.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 29.00 , -   , absolute 
ES1588,"Nava, La",es,Europe EU27,2009,288.00, As an individual signatory , 37.96 ,-6.75 ,61.03, ES615 ,, ES21051 ,, NaN , Other ,253.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 15.00 , -   , absolute 
ES0391,La Palma del Condado,es,Europe EU27,2009,10618.00, As an individual signatory , 37.39 ,-6.55 ,61.00, ES615 ,, ES21054 ,, NaN , Other ,10762.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0264,les Franqueses del Vallès,es,Europe EU27,2008,17660.00, As an individual signatory , 41.64 , 2.30 ,29.00, ES511 ,, ES08086 ,, NaN , Other ,19768.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1576,Linares de la Sierra,es,Europe EU27,2009,311.00, As an individual signatory , 37.88 ,-6.62 ,29.22, ES615 ,, ES21045 ,, NaN , Other ,262.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 16.00 , -   , absolute 
ES1544,Los Marines,es,Europe EU27,2009,358.00, As an individual signatory , 37.90 ,-6.62 ,9.98, ES615 ,, ES21048 ,, NaN , Other ,402.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 15.00 , -   , absolute 
ES0843,Lucena del Puerto,es,Europe EU27,2009,2862.00, As an individual signatory , 37.30 ,-6.73 ,69.73, ES615 ,, ES21046 ,, NaN , Other ,3395.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0001,Madrid,es,Europe EU27,2008,3273000.00, As an individual signatory , 40.42 ,-3.69 ,605.77, ES300 ,, ES28079 ,, ES001C1 , City or Greater city ,3223334.00, 1.00 ,1944.42,1990,29127.78, 3.43 ,1990, 20.00 , -   , absolute 
ES0006,Málaga,es,Europe EU27,2008,568305.00, As an individual signatory , 36.72 ,-4.41 ,395.13, ES617 ,, ES29067 ,, ES006C1 , City or Greater city ,571026.00, 1.00 ,1125.35,2008,16211.11, 4.72 ,2008, 20.00 , 40.00 , absolute 
ES0251,Malgrat de Mar,es,Europe EU27,2008,18472.00, As an individual signatory , 41.65 , 2.74 ,9.00, ES511 ,, ES08110 ,, NaN , Other ,18439.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , 44.00 , per_capita 
ES0225,Manlleu,es,Europe EU27,2008,20647.00, As an individual signatory , 42.00 , 2.28 ,17.00, ES511 ,, ES08112 ,, NaN , Other ,20194.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 22.00 , -   , absolute 
ES0910,Manzanilla,es,Europe EU27,2009,2403.00, As an individual signatory , 37.39 ,-6.43 ,39.65, ES615 ,, ES21047 ,, NaN , Other ,2079.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0043,Mataró,es,Europe EU27,2008,121746.00, As an individual signatory , 41.54 , 2.44 ,23.00, ES511 ,, ES08121 ,, ES530C1 , City or Greater city ,126988.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 23.00 , 43.00 , per_capita 
ES0919,Mediona,es,Europe EU27,2008,2360.00, As an individual signatory , 41.48 , 1.61 ,48.00, ES511 ,, ES08122 ,, NaN , Other ,2331.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 32.00 , -   , absolute 
ES0669,Minas de Riotinto,es,Europe EU27,2009,4567.00, As an individual signatory , 37.69 ,-6.59 ,23.31, ES615 ,, ES21049 ,, NaN , Other ,3866.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 22.00 , -   , absolute 
ES0240,Moguer,es,Europe EU27,2009,19569.00, As an individual signatory , 37.27 ,-6.84 ,204.00, ES615 ,, ES21050 ,, NaN , Other ,21699.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0090,Mollet del Vallès,es,Europe EU27,2008,52484.00, As an individual signatory , 41.54 , 2.21 ,11.00, ES511 ,, ES08124 ,, ES075C1 , City or Greater city ,51133.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 28.00 , 40.00 , per_capita 
ES0434,Montmeló,es,Europe EU27,2008,8955.00, As an individual signatory , 41.55 , 2.25 ,4.00, ES511 ,, ES08135 ,, NaN , Other ,8784.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0007,Murcia,es,Europe EU27,2008,439889.00, As an individual signatory , 37.98 ,-1.13 ,886.00, ES620 ,, ES30030 ,, ES007C1 , City or Greater city ,447182.00, 1.00 ,1093.92,2007,18050.00, 5.27 ,2007, 20.00 , -   , absolute 
ES0555,Navas,es,Europe EU27,2008,6243.00, As an individual signatory , 41.90 , 1.88 ,82.00, ES511 ,, ES08141 ,, NaN , Other ,6023.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0580,Nerva,es,Europe EU27,2008,5944.00, As an individual signatory , 37.70 ,-6.55 ,55.40, ES615 ,, ES21052 ,, NaN , Other ,5303.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 23.00 , -   , absolute 
ES0721,Niebla,es,Europe EU27,2009,3933.00, As an individual signatory , 37.36 ,-6.68 ,223.57, ES615 ,, ES21053 ,, NaN , Other ,4103.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 19.00 , -   , absolute 
ES1582,Oris,es,Europe EU27,2008,301.00, As an individual signatory , 42.06 , 2.24 ,27.00, ES511 ,, ES08150 ,, NaN , Other ,310.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0433,Palos de la Frontera,es,Europe EU27,2009,9043.00, As an individual signatory , 37.21 ,-6.93 ,49.25, ES615 ,, ES21055 ,, NaN , Other ,11112.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0267,Parets del Vallès,es,Europe EU27,2008,17500.00, As an individual signatory , 41.54 , 2.26 ,9.07, ES511 ,, ES08159 ,, NaN , Other ,19041.00, 2.00 ,1684.15,2015,25611.11, 3.65 ,2016, 20.00 , -   , absolute 
ES0732,Paterna del Campo,es,Europe EU27,2009,3824.00, As an individual signatory , 37.42 ,-6.40 ,132.52, ES615 ,, ES21056 ,, NaN , Other ,3484.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0803,Puebla de Guzmán,es,Europe EU27,2009,3199.00, As an individual signatory , 37.61 ,-7.25 ,336.30, ES615 ,, ES21058 ,, NaN , Other ,3142.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 79.00 , -   , absolute 
ES0313,Puerto Lumbreras,es,Europe EU27,2008,14000.00, As an individual signatory , 37.56 ,-1.81 ,144.81, ES620 ,, ES30033 ,, NaN , Other ,14981.00, 2.00 ,1138.95,2008,18050.00, 4.72 ,2008, 20.00 , -   , absolute 
ES1589,Puerto Moral,es,Europe EU27,2009,287.00, As an individual signatory , 37.89 ,-6.48 ,19.82, ES615 ,, ES21059 ,, NaN , Other ,281.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 15.00 , -   , absolute 
ES0300,Punta Umbría,es,Europe EU27,2009,14708.00, As an individual signatory , 37.18 ,-6.97 ,38.77, ES615 ,, ES21060 ,, NaN , Other ,15134.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0121,Ripollet,es,Europe EU27,2008,37088.00, As an individual signatory , 41.49 , 2.16 ,4.00, ES511 ,, ES08180 ,, NaN , Other ,38347.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0502,Rociana del Condado,es,Europe EU27,2009,7341.00, As an individual signatory , 37.32 ,-6.68 ,71.95, ES615 ,, ES21061 ,, NaN , Other ,7751.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES1020,Rosal de la Frontera,es,Europe EU27,2009,1807.00, As an individual signatory , 37.97 ,-7.22 ,209.50, ES615 ,, ES21062 ,, NaN , Other ,1707.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0064,Rubí,es,Europe EU27,2008,73778.00, As an individual signatory , 41.49 , 2.03 ,33.00, ES511 ,, ES08184 ,, ES052C1 , City or Greater city ,76423.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0024,Sabadell,es,Europe EU27,2008,207338.00, As an individual signatory , 41.55 , 2.11 ,36.00, ES511 ,, ES08187 ,, ES507C1 , City or Greater city ,211734.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 27.00 , -   , absolute 
ES0835,San Bartolomé de la Torre,es,Europe EU27,2009,2951.00, As an individual signatory , 37.45 ,-7.11 ,56.61, ES615 ,, ES21063 ,, NaN , Other ,3679.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 17.00 , -   , absolute 
ES0466,San Juan del Puerto,es,Europe EU27,2008,8049.00, As an individual signatory , 37.31 ,-6.84 ,45.49, ES615 ,, ES21064 ,, NaN , Other ,9198.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 22.00 , -   , absolute 
ES1315,San Silvestre de Guzmán,es,Europe EU27,2009,754.00, As an individual signatory , 37.39 ,-7.35 ,48.59, ES615 ,, ES21066 ,, NaN , Other ,607.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 19.00 , -   , absolute 
ES0613,Sant Antoni de Vilamajor,es,Europe EU27,2008,5444.00, As an individual signatory , 41.67 , 2.40 ,6.00, ES511 ,, ES08198 ,, NaN , Other ,6095.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 21.00 , -   , absolute 
ES0057,Sant Boi de Llobregat,es,Europe EU27,2008,82428.00, As an individual signatory , 41.35 , 2.04 ,35.00, ES511 ,, ES08200 ,, ES042C1 , City or Greater city ,82904.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0279,Sant Celoni,es,Europe EU27,2008,16860.00, As an individual signatory , 41.69 , 2.49 ,35.00, ES511 ,, ES08202 ,, NaN , Other ,17754.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 26.00 , 40.00 , per_capita 
ES0061,Sant Cugat del Vallès,es,Europe EU27,2008,90664.00, As an individual signatory , 41.47 , 2.08 ,48.00, ES511 ,, ES08205 ,, ES049C1 , City or Greater city ,90664.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , per_capita 
ES0291,Sant Just Desvern,es,Europe EU27,2008,15811.00, As an individual signatory , 41.39 , 2.08 ,8.00, ES511 ,, ES08221 ,, NaN , Other ,17494.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1166,Sant Marti de Tous,es,Europe EU27,2008,1160.00, As an individual signatory , 41.56 , 1.52 ,39.00, ES511 ,, ES08226 ,, NaN , Other ,1206.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1536,Sant Marti Sesgueioles,es,Europe EU27,2008,371.00, As an individual signatory , 41.70 , 1.49 ,4.00, ES511 ,, ES08228 ,, NaN , Other ,344.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0913,Sant Pere de Torelló,es,Europe EU27,2008,2389.00, As an individual signatory , 42.08 , 2.30 ,57.00, ES511 ,, ES08233 ,, NaN , Other ,2419.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0982,Sant Quirze de Besora,es,Europe EU27,2008,2069.00, As an individual signatory , 42.10 , 2.22 ,8.16, ES511 ,, ES08237 ,, NaN , Other ,2107.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 23.00 , -   , absolute 
ES0166,Sant Vicenc dels Horts,es,Europe EU27,2008,27701.00, As an individual signatory , 41.38 , 2.05 ,9.00, ES511 ,, ES08263 ,, NaN , Other ,27901.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1431,Santa Ana la Real,es,Europe EU27,2009,519.00, As an individual signatory , 37.86 ,-6.72 ,26.57, ES615 ,, ES21067 ,, NaN , Other ,480.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 15.00 , -   , absolute 
ES1159,Santa Bárbara de Casa,es,Europe EU27,2009,1188.00, As an individual signatory , 37.80 ,-7.19 ,146.59, ES615 ,, ES21068 ,, NaN , Other ,1054.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 18.00 , -   , absolute 
ES0044,Santa Coloma de Gramenet,es,Europe EU27,2008,119717.00, As an individual signatory , 41.45 , 2.21 ,7.00, ES511 ,, ES08245 ,, ES526C1 , City or Greater city ,118821.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 36.00 , -   , absolute 
ES0965,Santa Olalla del Cala,es,Europe EU27,2009,2164.00, As an individual signatory , 37.91 ,-6.23 ,202.93, ES615 ,, ES21069 ,, NaN , Other ,2004.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 14.00 , -   , absolute 
ES0183,Santa Perpètua de Mogoda,es,Europe EU27,2008,25048.00, As an individual signatory , 41.54 , 2.18 ,17.00, ES511 ,, ES08260 ,, NaN , Other ,25705.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0167,Sitges,es,Europe EU27,2008,27668.00, As an individual signatory , 41.23 , 1.81 ,44.00, ES511 ,, ES08270 ,, NaN , Other ,28969.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 23.00 , -   , absolute 
ES0039,Tarragona,es,Europe EU27,2008,137536.00, As an individual signatory , 41.12 , 1.25 ,65.00, ES514 ,, ES43148 ,, ES525C1 , City or Greater city ,132299.00, 1.00 ,1571.37,2005,25888.89, 5.37 ,2005, 20.00 , -   , absolute 
ES0023,Terrassa,es,Europe EU27,2008,210941.00, As an individual signatory , 41.56 , 2.01 ,70.00, ES511 ,, ES08279 ,, ES512C1 , City or Greater city ,218535.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0486,Tiana,es,Europe EU27,2008,7590.00, As an individual signatory , 41.48 , 2.27 ,8.00, ES511 ,, ES08282 ,, NaN , Other ,8709.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0319,Torelló,es,Europe EU27,2008,13808.00, As an individual signatory , 42.05 , 2.26 ,14.00, ES511 ,, ES08285 ,, NaN , Other ,14172.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 23.00 , -   , absolute 
ES0487,Trigueros,es,Europe EU27,2009,7584.00, As an individual signatory , 37.38 ,-6.84 ,119.00, ES615 ,, ES21070 ,, NaN , Other ,7782.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0030,Santander,es,Europe EU27,2008,182700.00, As an individual signatory , 43.46 ,-3.81 ,35.00, ES130 ,, ES39075 ,, ES015C1 , City or Greater city ,172044.00, 1.00 ,1802.60,2006,20172.22, 5.20 ,2006, 20.00 , -   , absolute 
ES1012,Ullastrell,es,Europe EU27,2008,1864.00, As an individual signatory , 41.53 , 1.96 ,7.00, ES511 ,, ES08290 ,, NaN , Other ,2069.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 26.00 , -   , absolute 
ES0334,Valverde del Camino,es,Europe EU27,2009,12780.00, As an individual signatory , 37.57 ,-6.75 ,218.68, ES615 ,, ES21072 ,, NaN , Other ,12780.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 21.00 , -   , absolute 
ES0111,Vic,es,Europe EU27,2008,39844.00, As an individual signatory , 41.93 , 2.26 ,31.00, ES511 ,, ES08298 ,, NaN , Other ,45040.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0337,Vilanova del Camí,es,Europe EU27,2008,12649.00, As an individual signatory , 41.57 , 1.63 ,11.00, ES511 ,, ES08302 ,, NaN , Other ,12361.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 22.00 , -   , absolute 
ES0856,Villablanca,es,Europe EU27,2009,2732.00, As an individual signatory , 37.30 ,-7.34 ,98.31, ES615 ,, ES21073 ,, NaN , Other ,2839.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 18.00 , -   , absolute 
ES1506,Villanueva de las Cruces,es,Europe EU27,2009,416.00, As an individual signatory , 37.63 ,-7.02 ,34.39, ES615 ,, ES21075 ,, NaN , Other ,382.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 17.00 , -   , absolute 
ES0861,Villanueva de los Castillejos,es,Europe EU27,2009,2677.00, As an individual signatory , 37.45 ,-7.11 ,263.98, ES615 ,, ES21076 ,, NaN , Other ,2761.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 17.00 , -   , absolute 
ES0977,Villarrasa,es,Europe EU27,2009,2092.00, As an individual signatory , 37.39 ,-6.61 ,72.19, ES615 ,, ES21077 ,, NaN , Other ,2152.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0017,Vitoria - Gasteiz,es,Europe EU27,2008,239361.00, As an individual signatory , 42.85 ,-2.67 ,275.00, ES211 ,, ES01059 ,, ES012C1 , City or Greater city ,249176.00, 1.00 ,1940.26,2006,32033.33, 5.20 ,2006, 26.00 , -   , absolute 
ES0765,Zalamea la Real,es,Europe EU27,2009,3477.00, As an individual signatory , 37.68 ,-6.66 ,238.85, ES615 ,, ES21078 ,, NaN , Other ,3090.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 24.00 , -   , absolute 
ES1244,Zufre,es,Europe EU27,2009,973.00, As an individual signatory , 37.83 ,-6.34 ,340.68, ES615 ,, ES21079 ,, NaN , Other ,831.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 14.00 , -   , absolute 
FI0001,Helsinki,fi,Europe EU27,2009,628208.00, As an individual signatory , 60.22 , 24.92 ,716.00, FI1B1 ,, FI091 ,, FI001C2 , City or Greater city ,635181.00, 1.00 ,4259.30,1990,45683.33, 6.66 ,1990, 20.00 , -   , absolute 
FI0003,Tampere,fi,Europe EU27,2009,231853.00, As an individual signatory , 61.50 , 23.77 ,690.00, FI197 ,, FI837 ,, FI002C1 , City or Greater city ,228274.00, 1.00 ,4770.19,1990,32761.11, 6.66 ,1990, 30.00 , -   , absolute 
FR0075,Changé,fr,Europe EU27,2009,5500.00, As an individual signatory , 46.93 , 4.63 ,34.00, FRG03 ,, FR53054 ,, NaN , Other ,5950.00, 2.00 ,2388.59,2008,28000.00, 4.26 ,2008, 20.00 , -   , absolute 
FR0072,Coulaines,fr,Europe EU27,2008,7650.00, As an individual signatory , 48.02 , 0.20 ,4.00, FRG04 ,, FR72095 ,, FR038C2 , City or Greater city ,7447.00, 2.00 ,2339.89,2009,28250.00, 4.26 ,2009, 20.00 , -   , absolute 
FR0030,Dijon,fr,Europe EU27,2008,152000.00, As an individual signatory , 47.33 , 5.04 ,NaN, FRC11 ,, FR21231 ,, FR020C2 , City or Greater city ,155090.00, 1.00 ,2750.22,2008,32750.00, 4.26 ,2008, NaN , NaN , NaN 
FR0024,Dunkerque Grand Littoral ,fr,Europe EU27,2008,200317.00, As an individual signatory , 51.04 , 2.38 ,255.00, FRE11 ,,, FR042L2 , FR042C1 , City or Greater city ,217964.00, 1.00 ,2562.86,2009,29300.00, 4.26 ,2009, 21.00 , -   , absolute 
FR0026,Grand Besancon ,fr,Europe EU27,2008,182000.00, As an individual signatory , 47.24 , 6.03 ,NaN, FRC21 ,,, FR025L2 , FR025L2 , City or Greater city ,160746.00, 1.00 ,3039.55,2008,27300.00, 4.26 ,2008, 20.00 , -   , absolute 
FR0002,Grand Lyon ,fr,Europe EU27,2008,1300000.00, As an individual signatory , 45.77 , 4.83 ,NaN, FRK26 ,,, FR003L2 , FR003L2 , City or Greater city ,1419912.00, 1.00 ,2178.75,2000,44200.00, 4.50 ,2000, 20.00 , -   , absolute 
FR0028,Grenoble,fr,Europe EU27,2008,162800.00, As an individual signatory , 45.19 , 5.72 ,18.00, FRK24 ,, FR38185 ,, FR026C2 , City or Greater city ,158180.00, 1.00 ,3101.24,2005,31200.00, 4.67 ,2005, 35.00 , -   , absolute 
FR0008,GRENOBLE-ALPES-METROPOLE (La métro),fr,Europe EU27,2008,450000.00, As an individual signatory , 45.19 , 5.73 ,550.00, FRK24 ,,, FR026L2 , FR026L2 , City or Greater city ,473577.00, 1.00 ,3101.24,2005,31200.00, 4.67 ,2005, 35.00 , -   , absolute 
FR0022,Lille,fr,Europe EU27,2008,226800.00, As an individual signatory , 50.64 , 3.06 ,NaN, FRE11 ,, FR59350 ,, FR009C1 , City or Greater city ,232440.00, 1.00 ,2551.95,2008,29300.00, 4.26 ,2008, 20.00 , NaN , absolute 
FR0009,Lyon,fr,Europe EU27,2008,445452.00, As an individual signatory , 45.43 , 4.56 ,48.00, FRK26 ,, FR69123 ,, FR003C2 , City or Greater city ,515695.00, 1.00 ,2713.96,2010,44200.00, 4.28 ,2010, 20.00 , -   , absolute 
FR0037,Pays de Montbéliard Agglomération,fr,Europe EU27,2008,117690.00, As an individual signatory , 47.51 , 6.80 ,168.00, FRC21 , FR2501-3-10-12-19 ,,, FR050L2 , City or Greater city ,139989.00, 1.00 ,3039.55,2008,27300.00, 4.26 ,2008, 20.00 , -   , absolute 
FR0020,FR040L2,fr,Europe EU27,2008,252000.00, As an individual signatory , 47.75 , 7.34 ,314.00, FRF12 ,,, FR040L2 , FR040L2 , City or Greater city ,399383.00, 1.00 ,2561.52,1990,27100.00, 4.49 ,1990, 20.00 , -   , absolute 
FR0005,NANTES METROPOLE,fr,Europe EU27,2008,600000.00, As an individual signatory , 47.22 ,-1.55 ,523.00, FRG01 ,,, FR008L2 , FR008C1 , City or Greater city ,964301.00, 1.00 ,2049.54,2003,33900.00, 4.64 ,2003, 30.00 , -   , absolute 
FR0001,Paris,fr,Europe EU27,2008,2265886.00, As an individual signatory , 48.86 , 2.33 ,105.00, FR101 ,, FR75056 ,, FR001C1 , City or Greater city ,2190327.00, 1.00 ,2298.97,2004,97250.00, 4.66 ,2004, 25.00 , -   , absolute 
FR0014,PLAINE COMMUNE,fr,Europe EU27,2008,351079.00, As an individual signatory , 48.92 , 2.36 ,43.00, FR106 , FR9301-07-09-18-99 ,,, FR223C1 , City or Greater city ,341088.00, 1.00 ,2317.13,2005,38550.00, 4.67 ,2005, 20.00 , -   , absolute 
GR0008,Aigaleo,el,Europe EU27,2008,120000.00, As an individual signatory , 37.99 , 23.68 ,6.00, EL302 , EL4704 ,,, NaN , Other ,69946.00, 1.00 ,1151.66,2005,12566.67, 7.54 ,2005, 20.00 , -   , absolute 
GR0149,Ios (Aegean Islands),el,Europe EU27,2009,1838.00, As an individual signatory , 36.72 , 25.28 ,NaN, EL422 , EL6003 ,,, NaN , Other ,2024.00, 3.00 ,704.06,2008,22861.11, 7.35 ,2008, 100.00 , -   , absolute 
GR0148,Kéa (Aegean Islands),el,Europe EU27,2009,2417.00, As an individual signatory , 37.64 , 24.34 ,NaN, EL422 , EL6005 ,,, NaN , Other ,765.00, 3.00 ,704.06,2008,22861.11, 7.35 ,2008, 100.00 , -   , absolute 
GR0147,Korthi (Aegean Islands),el,Europe EU27,2009,2500.00, As an individual signatory , 37.76 , 24.94 ,44.77, EL422 ,, EL59010203 ,, NaN , Other ,636.00, 3.00 ,704.06,2008,22861.11, 7.35 ,2008, 100.00 , -   , absolute 
GR0153,Lipsi (Aagen Islands),el,Europe EU27,2008,698.00, As an individual signatory , 37.30 , 26.74 ,NaN, EL421 , EL6104 ,,, NaN , Other ,790.00, 3.00 ,571.29,2008,17316.67, 7.35 ,2008, 100.00 , -   , absolute 
